Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
22‑May‑2011,Roland Garros,Clay,R32,1,227,(1)Nadal d. (Q)Antonio Veic [CRO],6-1 6-3 6-0,Rafael Nadal,Antonio Veic,W,(wp),2.14,1.5%,0.0%,72.7%,62.5%,77.8%,3/5,1:41
22‑May‑2011,Roland Garros,Clay,R64,1,48,(1)Nadal d. Pablo Andujar [ESP],7-5 6-3 7-6(4),Rafael Nadal,Pablo Andujar,W,(wp),1.21,4.8%,3.2%,68.3%,66.3%,45.0%,11/16,3:18
22‑May‑2011,Roland Garros,Clay,R128,1,39,(1)Nadal d. John Isner [USA],6-4 6-7(2) 6-7(2) 6-2 6-4,Rafael Nadal,John Isner,W,(ch) (wp),1.62,6.0%,0.7%,72.4%,81.4%,70.3%,0/1,4:01
8‑May‑2011,Rome Masters,Clay,F,1,2,(2)Novak Djokovic [SRB] d. (1)Nadal,6-4 6-4,Rafael Nadal,Novak Djokovic,L,(ch),0.84,2.9%,1.4%,71.0%,67.3%,25.0%,7/11,2:13
8‑May‑2011,Rome Masters,Clay,SF,1,16,(1)Nadal d. (16)Richard Gasquet [FRA],7-5 6-1,Rafael Nadal,Richard Gasquet,W,(ch),1.67,7.4%,0.0%,74.1%,77.5%,57.1%,4/4,1:34
8‑May‑2011,Rome Masters,Clay,QF,1,23,(1)Nadal d. Marin Cilic [CRO],6-1 6-3,Rafael Nadal,Marin Cilic,W,,2.08,4.4%,0.0%,68.9%,80.6%,64.3%,0/0,1:26
8‑May‑2011,Rome Masters,Clay,R16,1,40,(1)Nadal d. Feliciano Lopez [ESP],6-4 6-2,Rafael Nadal,Feliciano Lopez,W,,2.67,7.3%,0.0%,87.8%,80.6%,100.0%,1/2,1:16
8‑May‑2011,Rome Masters,Clay,R32,1,148,(1)Nadal d. (Q)Paolo Lorenzi [ITA],6-7(5) 6-4 6-0,Rafael Nadal,Paolo Lorenzi,W,,1.34,2.5%,3.8%,71.3%,75.4%,47.8%,1/3,2:37
1‑May‑2011,Madrid Masters,Clay,F,1,2,(2)Novak Djokovic [SRB] d. (1)Nadal,7-5 6-4,Rafael Nadal,Novak Djokovic,L,(ch),0.77,4.0%,0.0%,69.3%,55.8%,39.1%,7/12,2:18
1‑May‑2011,Madrid Masters,Clay,SF,1,3,(1)Nadal d. (3)Roger Federer [SUI],5-7 6-1 6-3,Rafael Nadal,Roger Federer,W,(ch),1.25,1.0%,0.0%,81.2%,67.1%,52.6%,9/11,2:36
1‑May‑2011,Madrid Masters,Clay,QF,1,27,(1)Nadal d. Michael Llodra [FRA],6-2 6-2,Rafael Nadal,Michael Llodra,W,,2.56,2.4%,0.0%,73.2%,83.3%,72.7%,0/0,1:15
1‑May‑2011,Madrid Masters,Clay,R16,1,32,(1)Nadal d. Juan Martin Del Potro [ARG],W/O,Rafael Nadal,Juan Martin Del Potro,W,,,,,,,,,
1‑May‑2011,Madrid Masters,Clay,R32,1,24,(1)Nadal d. Marcos Baghdatis [CYP],6-1 6-3,Rafael Nadal,Marcos Baghdatis,W,,2.47,2.4%,0.0%,56.1%,82.6%,77.8%,0/0,1:22
18‑Apr‑2011,Barcelona,Clay,F,1,6,(1)Nadal d. (4)David Ferrer [ESP],6-2 6-4,Rafael Nadal,David Ferrer,W,(ch),1.23,0.0%,1.6%,67.2%,56.1%,50.0%,5/8,1:49
18‑Apr‑2011,Barcelona,Clay,SF,1,56,(1)Nadal d. Ivan Dodig [CRO],6-3 6-2,Rafael Nadal,Ivan Dodig,W,,1.64,2.0%,0.0%,71.4%,68.6%,50.0%,2/4,1:28
18‑Apr‑2011,Barcelona,Clay,QF,1,9,(1)Nadal d. (7)Gael Monfils [FRA],6-2 6-2,Rafael Nadal,Gael Monfils,W,,2.42,2.5%,2.5%,57.5%,78.3%,82.4%,0/0,1:15
18‑Apr‑2011,Barcelona,Clay,R16,1,54,(1)Nadal d. Santiago Giraldo [COL],6-3 6-1,Rafael Nadal,Santiago Giraldo,W,,1.50,1.9%,3.8%,64.2%,70.6%,52.6%,2/3,1:23
18‑Apr‑2011,Barcelona,Clay,R32,1,60,(1)Nadal d. Daniel Gimeno Traver [ESP],6-1 6-1,Rafael Nadal,Daniel Gimeno Traver,W,,2.27,5.1%,0.0%,61.5%,83.3%,60.0%,0/0,1:06
10‑Apr‑2011,Monte Carlo Masters,Clay,F,1,6,(1)Nadal d. (4)David Ferrer [ESP],6-4 7-5,Rafael Nadal,David Ferrer,W,(ch),1.11,0.0%,3.6%,61.4%,64.7%,56.3%,5/7,2:17
10‑Apr‑2011,Monte Carlo Masters,Clay,SF,1,4,(1)Nadal d. (3)Andy Murray [GBR],6-4 2-6 6-1,Rafael Nadal,Andy Murray,W,(ch),1.15,3.7%,2.4%,68.3%,58.9%,42.3%,6/12,2:59
10‑Apr‑2011,Monte Carlo Masters,Clay,QF,1,40,(1)Nadal d. Ivan Ljubicic [CRO],6-1 6-3,Rafael Nadal,Ivan Ljubicic,W,,1.89,0.0%,2.2%,69.6%,75.0%,57.1%,5/6,1:20
10‑Apr‑2011,Monte Carlo Masters,Clay,R16,1,18,(1)Nadal d. (13)Richard Gasquet [FRA],6-2 6-4,Rafael Nadal,Richard Gasquet,W,,1.70,6.0%,4.0%,66.0%,75.8%,64.7%,0/1,1:34
10‑Apr‑2011,Monte Carlo Masters,Clay,R32,1,59,(1)Nadal d. Jarkko Nieminen [FIN],6-2 6-2,Rafael Nadal,Jarkko Nieminen,W,,2.50,0.0%,2.5%,65.0%,84.6%,71.4%,0/0,1:09
23‑Mar‑2011,Miami Masters,Hard,F,1,2,(2)Novak Djokovic [SRB] d. (1)Nadal,4-6 6-3 7-6(4),Rafael Nadal,Novak Djokovic,L,(ch),0.79,4.5%,5.5%,60.0%,69.7%,45.5%,7/9,3:22
23‑Mar‑2011,Miami Masters,Hard,SF,1,3,(1)Nadal d. (3)Roger Federer [SUI],6-3 6-2,Rafael Nadal,Roger Federer,W,(ch),2.09,0.0%,0.0%,75.6%,82.4%,63.6%,2/2,1:19
23‑Mar‑2011,Miami Masters,Hard,QF,1,7,(1)Nadal d. (7)Tomas Berdych [CZE],6-2 3-6 6-3,Rafael Nadal,Tomas Berdych,W,,1.12,9.9%,2.5%,67.9%,69.1%,65.4%,6/7,2:17
23‑Mar‑2011,Miami Masters,Hard,R16,1,23,(1)Nadal d. (21)Alexandr Dolgopolov [UKR],6-1 6-2,Rafael Nadal,Alexandr Dolgopolov,W,,2.34,7.1%,0.0%,69.0%,86.2%,53.8%,0/0,1:00
23‑Mar‑2011,Miami Masters,Hard,R32,1,41,(1)Nadal d. Feliciano Lopez [ESP],6-3 6-3,Rafael Nadal,Feliciano Lopez,W,,2.06,4.4%,2.2%,66.7%,90.0%,60.0%,0/0,1:18
23‑Mar‑2011,Miami Masters,Hard,R64,1,62,(1)Nadal d. Kei Nishikori [JPN],6-4 6-4,Rafael Nadal,Kei Nishikori,W,,1.34,3.2%,3.2%,58.7%,75.7%,69.2%,4/4,1:49
10‑Mar‑2011,Indian Wells Masters,Hard,F,1,3,(3)Novak Djokovic [SRB] d. (1)Nadal,4-6 6-3 6-2,Rafael Nadal,Novak Djokovic,L,(ch),0.89,2.9%,0.0%,42.0%,69.0%,57.5%,3/8,2:26
10‑Mar‑2011,Indian Wells Masters,Hard,SF,1,90,(1)Nadal d. Juan Martin Del Potro [ARG],6-4 6-4,Rafael Nadal,Juan Martin Del Potro,W,(ch),1.47,7.3%,3.6%,56.4%,80.6%,58.3%,2/3,1:52
10‑Mar‑2011,Indian Wells Masters,Hard,QF,1,239,(1)Nadal d. Ivo Karlovic [CRO],5-7 6-1 7-6(7),Rafael Nadal,Ivo Karlovic,W,,1.79,7.4%,2.5%,60.5%,77.6%,84.4%,0/1,2:24
10‑Mar‑2011,Indian Wells Masters,Hard,R16,1,84,(1)Nadal d. (Q)Somdev Devvarman [IND],7-5 6-4,Rafael Nadal,Somdev Devvarman,W,,1.42,0.0%,2.9%,58.8%,70.0%,64.3%,2/3,1:55
10‑Mar‑2011,Indian Wells Masters,Hard,R32,1,105,(1)Nadal d. (Q)Ryan Sweeting [USA],6-3 6-1,Rafael Nadal,Ryan Sweeting,W,,3.64,8.1%,0.0%,56.8%,95.2%,75.0%,0/0,1:09
10‑Mar‑2011,Indian Wells Masters,Hard,R64,1,162,(1)Nadal d. (Q)Rik De Voest [RSA],6-0 6-2,Rafael Nadal,Rik De Voest,W,,3.07,2.9%,8.8%,47.1%,100.0%,66.7%,0/0,1:00
4‑Mar‑2011,Davis Cup WG R1: BEL vs ESP,Hard,RR,1,144,Nadal d. Ruben Bemelmans [BEL],6-2 6-4 6-2,Rafael Nadal,Ruben Bemelmans,W,,,,,,,,,
4‑Mar‑2011,Davis Cup WG R1: BEL vs ESP,Hard,RR,1,115,Nadal d. Olivier Rochus [BEL],6-4 6-2,Rafael Nadal,Olivier Rochus,W,,,,,,,,,
17‑Jan‑2011,Australian Open,Hard,QF,1,7,(7)David Ferrer [ESP] d. (1)Nadal,6-4 6-2 6-3,Rafael Nadal,David Ferrer,L,(ch) (wp),0.65,1.9%,1.0%,66.3%,55.1%,37.1%,8/15,2:33
17‑Jan‑2011,Australian Open,Hard,R16,1,15,(1)Nadal d. (15)Marin Cilic [CRO],6-2 6-4 6-3,Rafael Nadal,Marin Cilic,W,(wp),1.46,3.5%,3.5%,72.9%,79.0%,47.8%,2/2,2:31
17‑Jan‑2011,Australian Open,Hard,R32,1,199,(1)Nadal d. (WC)Bernard Tomic [AUS],6-2 7-5 6-3,Rafael Nadal,Bernard Tomic,W,(wp),1.22,4.1%,4.1%,57.7%,67.9%,53.7%,6/8,2:30
17‑Jan‑2011,Australian Open,Hard,R64,1,116,(1)Nadal d. (Q)Ryan Sweeting [USA],6-2 6-1 6-1,Rafael Nadal,Ryan Sweeting,W,(wp),2.01,10.9%,6.3%,64.1%,82.9%,52.2%,1/2,1:42
17‑Jan‑2011,Australian Open,Hard,R128,1,93,(1)Nadal d. Marcos Daniel [BRA],6-0 5-0 RET,Rafael Nadal,Marcos Daniel,W,(wp),3.23,11.4%,8.6%,54.3%,84.2%,56.3%,4/4,0:47
3‑Jan‑2011,Doha,Hard,SF,1,22,(4)Nikolay Davydenko [RUS] d. (1)Nadal,6-3 6-2,Rafael Nadal,Nikolay Davydenko,L,,0.70,1.7%,1.7%,67.2%,48.7%,42.1%,5/10,1:25
3‑Jan‑2011,Doha,Hard,QF,1,24,(1)Nadal d. (5)Ernests Gulbis [LAT],7-6(3) 6-3,Rafael Nadal,Ernests Gulbis,W,,1.59,6.6%,1.6%,60.7%,78.4%,66.7%,5/6,1:51
3‑Jan‑2011,Doha,Hard,R16,1,89,(1)Nadal d. Lukas Lacko [SVK],7-6(3) 0-6 6-3,Rafael Nadal,Lukas Lacko,W,,0.95,9.7%,4.3%,64.5%,63.3%,39.4%,9/14,2:18
3‑Jan‑2011,Doha,Hard,R32,1,103,(1)Nadal d. Karol Beck [SVK],6-3 6-0,Rafael Nadal,Karol Beck,W,,1.96,2.1%,4.3%,70.2%,78.8%,50.0%,4/5,1:10
21‑Nov‑2010,Tour Finals,Hard,F,1,2,Roger Federer [SUI] d. Nadal,6-3 3-6 6-1,Rafael Nadal,Roger Federer,L,(ch),0.58,1.5%,1.5%,77.3%,64.7%,66.7%,0/3,1:38
21‑Nov‑2010,Tour Finals,Hard,SF,1,5,Nadal d. Andy Murray [GBR],7-6(5) 3-6 7-6(6),Rafael Nadal,Andy Murray,W,(ch),0.96,4.6%,1.8%,63.3%,71.0%,60.0%,5/8,3:12
21‑Nov‑2010,Tour Finals,Hard,RR,1,8,Nadal d. Andy Roddick [USA],3-6 7-6(5) 6-4,Rafael Nadal,Andy Roddick,W,(ch),0.92,6.5%,4.3%,57.6%,75.5%,59.0%,2/4,2:34
21‑Nov‑2010,Tour Finals,Hard,RR,1,3,Nadal d. Novak Djokovic [SRB],7-5 6-2,Rafael Nadal,Novak Djokovic,W,(ch),1.32,9.7%,0.0%,53.2%,72.7%,62.1%,4/5,1:52
21‑Nov‑2010,Tour Finals,Hard,RR,1,6,Nadal d. Tomas Berdych [CZE],7-6(3) 6-1,Rafael Nadal,Tomas Berdych,W,,1.51,5.8%,1.4%,68.1%,76.6%,63.6%,2/2,1:55
10‑Oct‑2010,Shanghai Masters,Hard,R16,1,12,(13)Jurgen Melzer [AUT] d. (1)Nadal,6-1 3-6 6-3,Rafael Nadal,Jurgen Melzer,L,,0.66,1.2%,1.2%,74.4%,60.7%,57.1%,9/12,1:59
10‑Oct‑2010,Shanghai Masters,Hard,R32,1,21,(1)Nadal d. Stan Wawrinka [SUI],6-4 6-4,Rafael Nadal,Stan Wawrinka,W,(ch),1.29,3.3%,0.0%,63.9%,79.5%,59.1%,3/3,1:36
4‑Oct‑2010,Tokyo,Hard,F,1,15,(1)Nadal d. (5)Gael Monfils [FRA],6-1 7-5,Rafael Nadal,Gael Monfils,W,(ch),1.78,2.0%,2.0%,60.8%,90.3%,60.0%,0/0,1:17
4‑Oct‑2010,Tokyo,Hard,SF,1,54,(1)Nadal d. Viktor Troicki [SRB],7-6(4) 4-6 7-6(7),Rafael Nadal,Viktor Troicki,W,,0.85,15.9%,2.7%,61.9%,75.7%,58.1%,2/5,2:38
4‑Oct‑2010,Tokyo,Hard,QF,1,432,(1)Nadal d. Dmitry Tursunov [RUS],6-4 6-1,Rafael Nadal,Dmitry Tursunov,W,,1.94,11.9%,2.4%,52.4%,77.3%,70.0%,0/1,1:13
4‑Oct‑2010,Tokyo,Hard,R16,1,200,(1)Nadal d. (Q)Milos Raonic [CAN],6-4 6-4,Rafael Nadal,Milos Raonic,W,,1.35,8.6%,1.7%,75.9%,79.5%,64.3%,5/5,1:13
4‑Oct‑2010,Tokyo,Hard,R32,1,63,(1)Nadal d. Santiago Giraldo [COL],6-4 6-4,Rafael Nadal,Santiago Giraldo,W,,1.11,5.6%,2.8%,62.0%,75.0%,51.9%,4/4,1:50
27‑Sep‑2010,Bangkok,Hard,SF,1,53,Guillermo Garcia Lopez [ESP] d. (1)Nadal,2-6 7-6(3) 6-3,Rafael Nadal,Guillermo Garcia Lopez,L,,1.35,8.3%,4.8%,61.9%,86.5%,46.9%,0/1,2:45
27‑Sep‑2010,Bangkok,Hard,QF,1,83,(1)Nadal d. Mikhail Kukushkin [KAZ],6-2 6-3,Rafael Nadal,Mikhail Kukushkin,W,,2.70,16.3%,0.0%,79.1%,91.2%,55.6%,0/0,1:11
27‑Sep‑2010,Bangkok,Hard,R16,1,195,(1)Nadal d. (Q)Ruben Bemelmans [BEL],6-1 6-4,Rafael Nadal,Ruben Bemelmans,W,,2.43,4.4%,0.0%,57.8%,92.3%,68.4%,0/0,1:12
30‑Aug‑2010,US Open,Hard,F,1,3,(1)Nadal d. (3)Novak Djokovic [SRB],6-4 5-7 6-4 6-2,Rafael Nadal,Novak Djokovic,W,(ch),1.31,7.1%,1.8%,67.0%,73.3%,56.8%,1/4,3:43
30‑Aug‑2010,US Open,Hard,SF,1,14,(1)Nadal d. (12)Mikhail Youzhny [RUS],6-2 6-3 6-4,Rafael Nadal,Mikhail Youzhny,W,(ch),1.80,3.9%,1.3%,64.9%,78.0%,70.4%,1/2,2:13
30‑Aug‑2010,US Open,Hard,QF,1,8,(1)Nadal d. (8)Fernando Verdasco [ESP],7-5 6-3 6-4,Rafael Nadal,Fernando Verdasco,W,,1.97,5.2%,0.0%,66.2%,84.3%,69.2%,0/1,2:22
30‑Aug‑2010,US Open,Hard,R16,1,25,(1)Nadal d. (23)Feliciano Lopez [ESP],6-3 6-4 6-4,Rafael Nadal,Feliciano Lopez,W,,2.02,11.4%,1.3%,63.3%,90.0%,62.1%,4/4,2:08
30‑Aug‑2010,US Open,Hard,R32,1,42,(1)Nadal d. Gilles Simon [FRA],6-4 6-4 6-2,Rafael Nadal,Gilles Simon,W,,1.72,7.9%,3.9%,56.6%,90.7%,57.6%,1/1,1:59
30‑Aug‑2010,US Open,Hard,R64,1,39,(1)Nadal d. Denis Istomin [UZB],6-2 7-6(5) 7-5,Rafael Nadal,Denis Istomin,W,,1.78,8.7%,3.3%,65.2%,83.3%,71.9%,7/7,2:44
30‑Aug‑2010,US Open,Hard,R128,1,93,(1)Nadal d. Teymuraz Gabashvili [RUS],7-6(4) 7-6(4) 6-3,Rafael Nadal,Teymuraz Gabashvili,W,,1.46,6.8%,2.9%,67.0%,78.3%,70.6%,1/1,2:57
15‑Aug‑2010,Cincinnati Masters,Hard,QF,1,20,Marcos Baghdatis [CYP] d. (1)Nadal,6-4 4-6 6-4,Rafael Nadal,Marcos Baghdatis,L,,0.81,4.1%,3.1%,61.9%,71.7%,48.6%,4/7,2:32
15‑Aug‑2010,Cincinnati Masters,Hard,R16,1,32,(1)Nadal d. Julien Benneteau [FRA],5-7 7-6(6) 6-2,Rafael Nadal,Julien Benneteau,W,,1.16,4.6%,2.8%,60.2%,72.3%,46.5%,7/12,2:48
15‑Aug‑2010,Cincinnati Masters,Hard,R32,1,83,(1)Nadal d. (Q)Taylor Dent [USA],6-2 7-5,Rafael Nadal,Taylor Dent,W,,1.40,0.0%,1.8%,65.5%,75.0%,52.6%,1/2,1:24
9‑Aug‑2010,Canada Masters,Hard,SF,1,4,(4)Andy Murray [GBR] d. (1)Nadal,6-3 6-4,Rafael Nadal,Andy Murray,L,(ch),0.74,3.2%,1.6%,61.3%,63.2%,50.0%,5/8,1:44
9‑Aug‑2010,Canada Masters,Hard,QF,1,37,(1)Nadal d. Philipp Kohlschreiber [GER],3-6 6-3 6-4,Rafael Nadal,Philipp Kohlschreiber,W,,1.39,5.6%,1.4%,65.3%,78.7%,72.0%,3/4,2:00
9‑Aug‑2010,Canada Masters,Hard,R16,1,87,(1)Nadal d. (Q)Kevin Anderson [RSA],6-2 7-6(6),Rafael Nadal,Kevin Anderson,W,,1.62,1.8%,1.8%,64.3%,75.0%,80.0%,0/1,1:42
9‑Aug‑2010,Canada Masters,Hard,R32,1,24,(1)Nadal d. Stan Wawrinka [SUI],7-6(12) 6-3,Rafael Nadal,Stan Wawrinka,W,,1.13,2.5%,3.8%,64.6%,78.4%,50.0%,2/3,2:22
21‑Jun‑2010,Wimbledon,Grass,F,1,13,(2)Nadal d. (12)Tomas Berdych [CZE],6-3 7-5 6-4,Rafael Nadal,Tomas Berdych,W,(ch),1.25,5.6%,3.3%,68.9%,77.4%,64.3%,4/4,2:13
21‑Jun‑2010,Wimbledon,Grass,SF,1,4,(2)Nadal d. (4)Andy Murray [GBR],6-4 7-6(6) 6-4,Rafael Nadal,Andy Murray,W,(ch),1.09,4.1%,2.1%,70.1%,77.9%,58.6%,2/3,2:22
21‑Jun‑2010,Wimbledon,Grass,QF,1,6,(2)Nadal d. (6)Robin Soderling [SWE],3-6 6-3 7-6(4) 6-1,Rafael Nadal,Robin Soderling,W,,1.07,9.5%,2.4%,67.5%,69.4%,61.0%,4/7,2:43
21‑Jun‑2010,Wimbledon,Grass,R16,1,66,(2)Nadal d. Paul Henri Mathieu [FRA],6-4 6-2 6-2,Rafael Nadal,Paul Henri Mathieu,W,,2.19,11.8%,1.5%,64.7%,86.4%,66.7%,2/2,2:01
21‑Jun‑2010,Wimbledon,Grass,R32,1,41,(2)Nadal d. (33)Philipp Petzschner [GER],6-4 4-6 6-7(5) 6-2 6-3,Rafael Nadal,Philipp Petzschner,W,(ch),1.37,8.5%,0.7%,67.6%,80.2%,60.9%,1/2,3:45
21‑Jun‑2010,Wimbledon,Grass,R64,1,151,(2)Nadal d. Robin Haase [NED],5-7 6-2 3-6 6-0 6-3,Rafael Nadal,Robin Haase,W,,1.67,4.7%,1.9%,68.2%,84.9%,67.6%,0/2,2:22
21‑Jun‑2010,Wimbledon,Grass,R128,1,189,(2)Nadal d. (WC)Kei Nishikori [JPN],6-2 6-4 6-4,Rafael Nadal,Kei Nishikori,W,,1.59,10.3%,3.8%,69.2%,81.5%,54.2%,2/3,2:05
7‑Jun‑2010,Queen's Club,Grass,QF,1,31,(8)Feliciano Lopez [ESP] d. (1)Nadal,7-6(5) 6-4,Rafael Nadal,Feliciano Lopez,L,,1.16,5.2%,3.4%,70.7%,75.6%,58.8%,0/3,1:51
7‑Jun‑2010,Queen's Club,Grass,R16,1,72,(1)Nadal d. (16)Denis Istomin [UZB],7-6(4) 4-6 6-4,Rafael Nadal,Denis Istomin,W,,1.05,1.9%,1.9%,71.0%,65.8%,64.5%,3/6,2:10
7‑Jun‑2010,Queen's Club,Grass,R32,1,112,(1)Nadal d. Marcos Daniel [BRA],6-2 6-2,Rafael Nadal,Marcos Daniel,W,,2.84,15.4%,2.6%,66.7%,92.3%,61.5%,0/0,0:53
24‑May‑2010,Roland Garros,Clay,F,2,7,(2)Nadal d. (5)Robin Soderling [SWE],6-4 6-2 6-4,Rafael Nadal,Robin Soderling,W,(ch),1.37,7.8%,1.1%,76.7%,73.9%,61.9%,8/8,2:18
24‑May‑2010,Roland Garros,Clay,SF,2,27,(2)Nadal d. (22)Jurgen Melzer [AUT],6-2 6-3 7-6(6),Rafael Nadal,Jurgen Melzer,W,(ch),1.65,4.7%,4.7%,76.5%,75.4%,55.0%,1/3,2:09
24‑May‑2010,Roland Garros,Clay,QF,2,21,(2)Nadal d. (19)Nicolas Almagro [ESP],7-6(2) 7-6(3) 6-4,Rafael Nadal,Nicolas Almagro,W,,1.16,3.6%,0.0%,73.0%,72.8%,56.7%,1/2,2:35
24‑May‑2010,Roland Garros,Clay,R16,2,29,(2)Nadal d. (24)Thomaz Bellucci [BRA],6-2 7-5 6-4,Rafael Nadal,Thomaz Bellucci,W,,1.43,2.3%,0.0%,73.9%,63.1%,65.2%,5/9,2:33
24‑May‑2010,Roland Garros,Clay,R32,2,33,(2)Nadal d. (28)Lleyton Hewitt [AUS],6-3 6-4 6-3,Rafael Nadal,Lleyton Hewitt,W,,1.41,1.3%,1.3%,75.9%,70.0%,52.6%,3/6,2:28
24‑May‑2010,Roland Garros,Clay,R64,2,44,(2)Nadal d. Horacio Zeballos [ARG],6-2 6-2 6-3,Rafael Nadal,Horacio Zeballos,W,,1.90,1.4%,2.7%,79.7%,79.7%,46.7%,5/6,1:45
24‑May‑2010,Roland Garros,Clay,R128,2,655,(2)Nadal d. (WC)Gianni Mina [FRA],6-2 6-2 6-2,Rafael Nadal,Gianni Mina,W,,1.47,0.0%,0.0%,68.1%,71.0%,51.7%,9/9,2:23
9‑May‑2010,Madrid Masters,Clay,F,3,1,(2)Nadal d. (1)Roger Federer [SUI],6-4 7-6(5),Rafael Nadal,Roger Federer,W,(ch),1.03,2.5%,2.5%,72.8%,54.2%,63.6%,8/11,2:11
9‑May‑2010,Madrid Masters,Clay,SF,3,35,(2)Nadal d. Nicolas Almagro [ESP],4-6 6-2 6-2,Rafael Nadal,Nicolas Almagro,W,(ch),1.26,1.4%,1.4%,64.3%,77.8%,36.0%,3/6,2:16
9‑May‑2010,Madrid Masters,Clay,QF,3,18,(2)Nadal d. (12)Gael Monfils [FRA],6-1 6-3,Rafael Nadal,Gael Monfils,W,,2.52,2.4%,2.4%,73.2%,90.0%,54.5%,2/2,1:18
9‑May‑2010,Madrid Masters,Clay,R16,3,19,(2)Nadal d. (13)John Isner [USA],7-5 6-4,Rafael Nadal,John Isner,W,(ch),2.17,1.9%,0.0%,65.4%,85.3%,83.3%,0/0,1:27
9‑May‑2010,Madrid Masters,Clay,R32,3,62,(2)Nadal d. (Q)Alexandr Dolgopolov [UKR],6-4 6-3,Rafael Nadal,Alexandr Dolgopolov,W,,1.26,0.0%,2.9%,76.5%,71.2%,56.3%,1/1,1:27
25‑Apr‑2010,Rome Masters,Clay,F,3,17,(3)Nadal d. (13)David Ferrer [ESP],7-5 6-2,Rafael Nadal,David Ferrer,W,(ch),1.75,5.5%,0.0%,80.0%,77.3%,63.6%,1/1,1:44
25‑Apr‑2010,Rome Masters,Clay,SF,3,40,(3)Nadal d. Ernests Gulbis [LAT],6-4 3-6 6-4,Rafael Nadal,Ernests Gulbis,W,(ch),1.09,0.0%,1.1%,76.6%,69.4%,54.5%,6/7,2:47
25‑Apr‑2010,Rome Masters,Clay,QF,3,26,(3)Nadal d. Stan Wawrinka [SUI],6-4 6-1,Rafael Nadal,Stan Wawrinka,W,(ch),1.13,3.1%,3.1%,75.0%,72.9%,50.0%,2/2,1:31
25‑Apr‑2010,Rome Masters,Clay,R16,3,39,(3)Nadal d. Victor Hanescu [ROU],6-3 6-2,Rafael Nadal,Victor Hanescu,W,,1.56,0.0%,1.7%,78.3%,74.5%,53.8%,5/5,1:23
25‑Apr‑2010,Rome Masters,Clay,R32,3,29,(3)Nadal d. Philipp Kohlschreiber [GER],6-1 6-3,Rafael Nadal,Philipp Kohlschreiber,W,,2.24,4.8%,0.0%,69.0%,79.3%,76.9%,1/1,1:10
11‑Apr‑2010,Monte Carlo Masters,Clay,F,3,12,(2)Nadal d. (6)Fernando Verdasco [ESP],6-0 6-1,Rafael Nadal,Fernando Verdasco,W,(ch),1.80,4.4%,2.2%,68.9%,64.5%,64.3%,5/5,1:26
11‑Apr‑2010,Monte Carlo Masters,Clay,SF,3,17,(2)Nadal d. (11)David Ferrer [ESP],6-2 6-3,Rafael Nadal,David Ferrer,W,(ch),1.43,4.0%,4.0%,70.0%,65.7%,53.3%,2/4,1:15
11‑Apr‑2010,Monte Carlo Masters,Clay,QF,3,16,(2)Nadal d. (9)Juan Carlos Ferrero [ESP],6-4 6-2,Rafael Nadal,Juan Carlos Ferrero,W,,1.54,4.2%,0.0%,66.7%,78.1%,56.3%,0/1,1:35
11‑Apr‑2010,Monte Carlo Masters,Clay,R16,3,51,(2)Nadal d. Michael Berrer [GER],6-0 6-1,Rafael Nadal,Michael Berrer,W,(ch),3.00,5.3%,2.6%,71.1%,77.8%,72.7%,0/0,0:54
11‑Apr‑2010,Monte Carlo Masters,Clay,R32,3,77,(2)Nadal d. (Q)Thiemo De Bakker [NED],6-1 6-0,Rafael Nadal,Thiemo De Bakker,W,,2.47,4.8%,2.4%,57.1%,75.0%,66.7%,3/3,1:00
24‑Mar‑2010,Miami Masters,Hard,SF,4,8,(6)Andy Roddick [USA] d. (4)Nadal,4-6 6-3 6-3,Rafael Nadal,Andy Roddick,L,(ch),0.82,7.8%,0.0%,62.3%,70.8%,58.6%,3/6,2:06
24‑Mar‑2010,Miami Masters,Hard,QF,4,10,(4)Nadal d. (8)Jo Wilfried Tsonga [FRA],6-3 6-2,Rafael Nadal,Jo Wilfried Tsonga,W,,1.34,1.4%,2.9%,72.9%,64.7%,63.2%,8/8,1:31
24‑Mar‑2010,Miami Masters,Hard,R16,4,17,(4)Nadal d. (15)David Ferrer [ESP],7-6(5) 6-4,Rafael Nadal,David Ferrer,W,,1.13,2.9%,1.4%,59.4%,73.2%,60.7%,5/7,1:57
24‑Mar‑2010,Miami Masters,Hard,R32,4,161,(4)Nadal d. (WC)David Nalbandian [ARG],6-7(8) 6-2 6-2,Rafael Nadal,David Nalbandian,W,,1.16,5.2%,3.1%,60.8%,79.7%,47.4%,2/3,2:26
24‑Mar‑2010,Miami Masters,Hard,R64,4,83,(4)Nadal d. Taylor Dent [USA],6-4 6-3,Rafael Nadal,Taylor Dent,W,,1.51,4.1%,0.0%,67.3%,75.8%,62.5%,1/2,1:11
11‑Mar‑2010,Indian Wells Masters,Hard,SF,3,26,(20)Ivan Ljubicic [CRO] d. (3)Nadal,3-6 6-4 7-6(1),Rafael Nadal,Ivan Ljubicic,L,(ch),1.18,5.7%,2.3%,62.5%,72.7%,63.6%,4/6,2:35
